iter	Logloss
0	0.6816734949
1	0.6708067624
2	0.6604512698
3	0.6512166145
4	0.6418823902
5	0.632734429
6	0.626066834
7	0.6179104074
8	0.6116673245
9	0.6059610504
10	0.6001223854
11	0.5935470346
12	0.588618059
13	0.5812235225
14	0.5744224229
15	0.5693831579
16	0.5636662945
17	0.5589208888
18	0.5544154196
19	0.5498203375
20	0.5453942949
21	0.540713297
22	0.5350523857
23	0.5313417231
24	0.5274044404
25	0.5236101514
26	0.5194853408
27	0.5141776573
28	0.5096984498
29	0.5062435938
30	0.5031429452
31	0.4995257326
32	0.4962126522
33	0.4911102797
34	0.4877325527
35	0.4829911206
36	0.4801492923
37	0.4774114239
38	0.4729874185
39	0.4703973547
40	0.4666910456
41	0.4642495938
42	0.4608394458
43	0.4585378785
44	0.4561932382
45	0.4538090811
46	0.451621484
47	0.4495771358
48	0.4457376159
49	0.4437164057
50	0.4417443886
51	0.4397686931
52	0.4369624364
53	0.4346085613
54	0.4324061628
55	0.4308647255
56	0.4281433049
57	0.426279477
58	0.4248719075
59	0.4234966079
60	0.4219183343
61	0.4192777516
62	0.4176184917
63	0.415871625
64	0.4145756179
65	0.4133327548
66	0.411418003
67	0.4091475215
68	0.40765793
69	0.4061080036
70	0.4049762014
71	0.4036598233
72	0.40166523
73	0.3996400034
74	0.3977743442
75	0.3968331079
76	0.3958346892
77	0.3949022867
78	0.3940219832
79	0.3923805347
80	0.3915180267
81	0.3888630664
82	0.388048227
83	0.3871180452
84	0.3856973074
85	0.3833268426
86	0.3825829916
87	0.3818738376
88	0.3811581878
89	0.3804618473
90	0.3797795943
91	0.3791207812
92	0.3775030426
93	0.3768414064
94	0.375810597
95	0.3734632905
96	0.3724316904
97	0.3715862981
98	0.3706171685
99	0.3699988851
100	0.3685779085
101	0.3676743742
102	0.3671176204
103	0.3657421796
104	0.3651111431
105	0.364580082
106	0.3633672027
107	0.3629116659
108	0.3620019098
109	0.3614945625
110	0.3599463916
111	0.3589276657
112	0.3577769695
113	0.3573394145
114	0.356855027
115	0.3563950327
116	0.3556335736
117	0.3542416117
118	0.3534429723
119	0.3529904723
120	0.3516440431
121	0.3511819533
122	0.3507231125
123	0.3503136384
124	0.3488207418
125	0.3484888628
126	0.3477313384
127	0.3461501324
128	0.3453203325
129	0.3449431637
130	0.3439653604
131	0.3435726036
132	0.3422437439
133	0.3413054313
134	0.3400826544
135	0.3389420236
136	0.3378795282
137	0.3374932551
138	0.3371191063
139	0.3367160069
140	0.3358587654
141	0.3355149407
142	0.3351337193
143	0.3341810058
144	0.3338042937
145	0.3333888443
146	0.3330313924
147	0.3327190462
148	0.332457224
149	0.3316338034
150	0.3303163516
151	0.3294602034
152	0.3291021407
153	0.3288555698
154	0.3285646432
155	0.3278100111
156	0.3274186633
157	0.3266172919
158	0.3257727331
159	0.325417815
160	0.3247159955
161	0.3244059365
162	0.3238103161
163	0.3235480235
164	0.323285682
165	0.3225040339
166	0.3222105163
167	0.3218388047
168	0.3215515209
169	0.3205490586
170	0.3198445802
171	0.319597202
172	0.3189482242
173	0.3186624033
174	0.3184014251
175	0.3181956805
176	0.3175472627
177	0.3172843104
178	0.3170247971
179	0.3161834486
180	0.3155890738
181	0.3153737823
182	0.314881207
183	0.3146970278
184	0.3142287894
185	0.3139933982
186	0.3137992226
187	0.3135421281
188	0.3132885767
189	0.3130885905
190	0.3128623464
191	0.3126192353
192	0.3121432443
193	0.3119330175
194	0.3113639541
195	0.3111416651
196	0.3106001611
197	0.3103707813
198	0.3101758245
199	0.3095923508
200	0.3093289608
201	0.3088238854
202	0.3086029144
203	0.308447367
204	0.3081644546
205	0.3077720068
206	0.3075769522
207	0.3073796238
208	0.3068302352
209	0.3063739741
210	0.3061848539
211	0.3059623049
212	0.3057759609
213	0.3055482143
214	0.3053734771
215	0.305207806
216	0.3050432289
217	0.3046247731
218	0.3044082306
219	0.3040491758
220	0.3039126876
221	0.3037452021
222	0.303559179
223	0.3033359348
224	0.3031843735
225	0.3029313658
226	0.3027261134
227	0.3025333211
228	0.3023772024
229	0.3020233859
230	0.3013556305
231	0.3011842701
232	0.3010119437
233	0.3008455333
234	0.3006629594
235	0.3000656249
236	0.2998996253
237	0.2985548468
238	0.2983828591
239	0.2978911372
240	0.2977072458
241	0.2975492491
242	0.2967045997
